CONCEPT,POLARITY
rubefacient,negative
rubenesque,positive
rubeola,positive
rubicund,negative
rubinstein_taybi_syndrome,negative
ruble,positive
rubor,negative
rubs_salt_into,negative
ruby,positive
ruby-brown,negative
ruc_royal_ulster,positive
ruck,positive
ruck_up,negative
rucker_park,negative
ruckle,negative
rucksack,negative
rucksack_bomb,negative
rudderless_ship,negative
ruddigore,negative
ruddy,negative
ruddy_brown,negative
ruddy_face,positive
rude,negative
rude_answer,negative
rude_behavior,positive
rude_man,negative
rude_person,negative
rude_reply,negative
rudely,positive
rudely_broken,negative
rudeness,negative
rudiment,negative
rudimentary,positive
rudolf_diesel,positive
rudolf_laban,positive
rudolf_von_laban,positive
rudolph_wurlitzer_company,negative
rudstone,negative
rudy,positive
rue,negative
rue_monsieur_le,positive
rueful,negative
rueful_smile,negative
ruefully,negative
ruefulness,negative
ruff,positive
ruffed_grouse,positive
ruffian,negative
ruffle,negative
ruffled,positive
rufous_brown,positive
rufus_sewell,positive
rug,positive
rugbrd,positive
rugby,positive
rugby_amateur_fira,negative
rugby_football,negative
rugby_league,positive
rugby_league_lancashire_cup,positive
rugby_shirt,positive
rugby_union,positive
rugged,negative
rugged_beauty,positive
rugged_landscape,negative
rugged_terrain,negative
ruggedly,positive
ruggedness,negative
ruggero_deodato,negative
rugosity,negative
ruhr_pocket,positive
ruhrfisch,positive
ruili,negative
ruin,negative
ruin_family,negative
ruination,negative
ruined_abbey,positive
ruined_castle,positive
ruined_dinner,negative
ruined_lunch,negative
ruined_meal,negative
ruined_medieval_castle,positive
ruined_tower,positive
ruiner,negative
ruinous,negative
rule,positive
rule-governed,positive
rule_country,positive
rule_governing_judicial,negative
rule_government,negative
rule_nation,positive
rule_of_thumb,positive
rule_set_forth,negative
rule_world,positive
ruled_inadmissible,negative
ruled_ineligible,negative
rulemaking_authority,positive
ruler,positive
ruleth,positive
ruling_dynasty,positive
ruling_elite,negative
ruling_monarch,positive
rum,positive
rum_runner,negative
rumba,positive
rumble,negative
rumble_strip,positive
rumbling,negative
rumex,negative
rumiko_takahashi,positive
ruminal,positive
ruminate,negative
rumination,positive
ruminative,positive
rummage,negative
rummage_sale,positive
rummage_through,positive
rummaged,positive
rummaged_through,positive
rummaging_around,positive
rummaging_through,positive
rummikub,positive
rummy,positive
rumor,negative
rumormonger,negative
rumour_mill_celtic,positive
rumpelstiltskin,negative
rumpled,negative
rumplestiltskin,negative
run,negative
run-down,negative
run-of-the-mill,positive
run-on,negative
run-ons,negative
run_afoul,negative
run_aground,negative
run_amuck,negative
run_arbitrary_code,negative
run_around,positive
run_away,negative
run_basis,positive
run_bath,negative
run_business,positive
run_car,positive
run_counter,positive
run_dmc,positive
run_errand,negative
run_event,positive
run_far,negative
run_fast,positive
run_first_base,positive
run_into,negative
run_into_difficulty,negative
run_long_distance,negative
run_long_time,negative
run_lot,positive
run_marathon,positive
run_northward,positive
run_office,positive
run_out,negative
run_out_booze,negative
run_out_breath,negative
run_out_fuel,positive
run_out_gas,negative
run_out_ink,positive
run_out_money,negative
run_out_of_money,negative
run_out_of_patience,positive
run_out_of_time,negative
run_out_paper,negative
run_out_soap,negative
run_out_time,negative
run_over_car,negative
run_parallel,positive
run_place,negative
run_president,positive
run_quickly,positive
run_race,negative
run_rampant,negative
run_risk,positive
run_roughly_parallel,positive
run_slowly,positive
run_treadmill,positive
run_up,negative
run_water,positive
runaway_hit,positive
runaway_slave,negative
runaway_train,positive
runaway_youth,negative
rundown,negative
runis_en,positive
runner,negative
runner_knee,negative
runner_up,positive
runner_up_prize,positive
runnerup,positive
running,positive
running_afoul,negative
running_aground,negative
running_amok,negative
running_blackberry,negative
running_gag,negative
running_hand,negative
running_joke,positive
running_rampant,negative
running_shoes,positive
running_stitch,negative
running_suit,negative
running_water,positive
runny,negative
runny_nose,negative
runoff_election,positive
runs_rampant,negative
runtime,negative
runtime_error,negative
runtime_exception,negative
runtime_library,negative
runty,negative
runway,negative
rupee,positive
rupiah,positive
rupture,negative
ruptured_appendix,negative
ruptured_cyst,negative
ruptured_ovarian_cyst,negative
ruptured_spleen,negative
rupturewort,negative
rural,positive
rural_area,positive
rural_backwater,negative
rural_countryside,negative
rural_development,positive
rural_poor,negative
rural_poverty,negative
ruralism,positive
ruraux,positive
ruse,positive
rush,negative
rush-hour,negative
rush_hour_traffic,negative
rush_job,negative
rush_work,negative
rushncap,negative
rushy,negative
ruskin,negative
ruskinian,negative
russet,positive
russet_scab,negative
rust,negative
rust-free,positive
rust-proof,positive
rust-resistant,negative
rust_belt,negative
rust_cronartium_ribicola,negative
rust_fungi,negative
rust_fungus,negative
rust_puccinia,negative
rust_resistant,negative
rustaq,positive
rusted-out,negative
rusted_iron,positive
rusted_metal,negative
rusted_steel,negative
rustic,negative
rustic_charm,negative
rustic_chic,positive
rustic_style,negative
rustic_wooden,negative
rustically,negative
rusticate,negative
rusticity,negative
rustle,negative
rustle_up,positive
rustling,positive
rustproof,positive
rusty,negative
rusty_iron,positive
rusty_metal,positive
rut,negative
rutgers,negative
ruth,negative
ruth_duccini,positive
ruth_madoff,negative
ruth_reichl,positive
ruthenian_catholic_church,positive
ruthful,negative
ruthfulness,negative
ruthless,negative
ruthless_dictator,negative
ruthless_enemy,negative
ruthless_killer,negative
ruthless_streak,positive
ruthless_tyrant,negative
ruthlessly,negative
ruthlessness,negative
rutile,negative
rutiodon,negative
rutland_barrington,negative
rutted_dirt,negative
ruzhdi,positive
rvnaf,positive
rye,positive
rye_bread,positive
rye_flour,positive
rye_secale_cereale,positive
rye_whiskey,positive
rykodisc,positive
ryland_blackinton,negative
ryota_chikuzen,negative
ryu,positive
ryuga,negative
ryukyu_island,positive
ryvita,positive
sa_candidature,positive
sa_commuter,positive
sa_plus_forte,positive
saab_aircraft,positive
saad_el_katatni,positive
sabaoth,negative
sabbatai_zevi,positive
sabbatarian,positive
sabbatarianism,positive
sabbatical,positive
sabena,positive
saber_tooth_cat,positive
saber_toothed_tiger,positive
sabertooth,negative
sabil,positive
sabine_parish,negative
sabinene,negative
sable_brush,positive
sabotage,negative
saboteur,negative
sabre_coach_lindy,positive
sabretooth,negative
sac,negative
sac_fry,negative
sacajawea,positive
sacbrood,negative
saccade,positive
saccadic,positive
saccadic_eye_movement,positive
sacchari,negative
saccharification,positive
saccharin,positive
sacculina,positive
sacd_digipak_by,negative
sacerdotal,negative
sachet,negative
sack,positive
sack_coat,negative
sack_lunch,positive
sackcloth,negative
sackful,negative
sacking,positive
sacral_vertebra,positive
sacralize,negative
sacrament,positive
sacrament_of_eucharist,positive
sacramental_absolution,positive
sacramental_confession,positive
sacramental_theology,positive
sacred,positive
sacred_choral_music,positive
sacred_duty,positive
sacred_ibis,positive
sacred_music,positive
sacred_oath,positive
sacred_relic,negative
sacred_ritual,positive
sacred_thread,negative
sacred_trinity,positive
sacrifice,positive
sacrificial,positive
sacrificial_animal,negative
sacrificial_blood,negative
sacrificial_death,negative
sacrificial_knife,negative
sacrificial_rite,negative
sacrificial_ritual,positive
sacrificially,positive
sacrilege,negative
sacrilegious,positive
sacrococcygeal_teratoma,negative
sacroiliac,negative
sacrosanct,positive
sad,negative
sad-sack,negative
sad_farewell,positive
sad_movie,negative
sad_person,negative
sad_sack,negative
sadar_bazar,positive
saddam,negative
saddam_hussein,negative
sadden,negative
saddened,negative
sadder_still,negative
saddle,positive
saddle_bag,positive
saddle_bronc,positive
saddle_horse,positive
saddle_nose,positive
saddle_stitch,positive
saddle_tank,positive
saddle_tank_locomotive,positive
saddleback_mountain,positive
saddlebag,positive
saddlecloth,positive
saddlery,positive
sadie,negative
sadie_cole_hq,positive
sadira,positive
sadism,negative
sadist,negative
sadistic,negative
sadistic_killer,positive
sadistic_pleasure,negative
sadistically,negative
sadly,negative
sadness,negative
sado_masochism,positive
sado_masochistic,positive
sado_masochistic_sex,positive
sadomasochism,positive
sadomasochistic,negative
sadomasochistic_sex,positive
safavid_dynasty,positive
safe,positive
safe_belt,negative
safe_city,positive
safe_conduct,positive
safe_cracker,negative
safe_deposit,positive
safe_deposit_box,positive
safe_distance,negative
safe_drinking_water,positive
safe_drinking_water_supply,positive
safe_haven,positive
safe_period,positive
safe_place,positive
safe_practice,positive
safe_sex,positive
safe_zone,positive
safeguard,positive
safeguard_against,negative
safekeep,positive
safely,positive
safely_conclude,positive
safely_dispose,positive
safer_sexual_behavior,negative
safest,positive
safest_place,positive
safest_seat,positive
safest_way,positive
safetie,negative
safety,positive
safety_belt,positive
safety_cap,negative
safety_deposit_box,positive
safety_device,positive
safety_equipment,positive
safety_first,positive
safety_hazard,negative
safety_pin,positive
safety_razor,positive
safeway,positive
safeway_store,positive
saffron_risotto,positive
saffy,negative
safranin,negative
safwat_hegazy,positive
sag,negative
sag_wagon,negative
saga,positive
sagaciousness,positive
sagacity,positive
sagarmatha,negative
sage_brush,negative
sage_salvia,positive
sage_sparrow,negative
sagebrush_buttercup,negative
sagebrush_steppe,positive
sagely,negative
sagging_skin,negative
saggy,negative
saggy_skin,negative
sagittal_crest,positive
sagittal_suture,positive
sagittaria,positive
sago_palm,negative
sago_starch,negative
saharan,positive
sahetuka,negative
saiawush,negative
saidu_sharif,negative
saiga_antelope,negative
sail,positive
sail_around_world,positive
sail_boat,positive
sail_ocean,positive
sail_out,positive
sail_sea,positive
sail_ship,negative
sailboard,positive
sailboat,positive
sailing,positive
sailing_boat,positive
sailing_dinghy,positive
sailing_ship,positive
sailing_vessel,positive
sailing_yacht,positive
sailmaker,positive
sailor,negative
sailor_suit,positive
saint,positive
saint_basile_le,positive
saint_blaise,positive
saint_cuthbert,positive
saint_eustace,positive
saint_eustache,negative
saint_gaudens_double,positive
saint_hilaire_le,positive
saint_hyacinthe,negative
saint_lon_le,positive
saint_luke,positive
saint_padre_pio,positive
saint_petersburg_conservatory,positive
saint_petroc,positive
saint_ursula,positive
sainte_beuve,positive
saintliness,positive
saintly,positive
saipan,positive
saith,positive
sajdah,negative
sak,negative
sakaar,negative
sakana,positive
sake,positive
saki,positive
saks_fifth_avenue,positive
sakyamuni,positive
sakyamuni_buddha,positive
salable,negative
salacious,negative
salacity,negative
salad,positive
salad_bar,positive
salad_bowl,negative
salad_burnet_sanguisorba_minor,negative
salad_dress,positive
salad_fork,positive
salad_green,positive
salad_ingredient,positive
salad_mix,positive
salad_shaker,positive
salamandastron,positive
salamander,negative
salami,positive
salary,positive
sale,positive
sale_in_gross,positive
sale_price,positive
salerno_reggio_calabria,positive
saleroom,positive
salesclerk,negative
salesian_order,positive
salesman,positive
salesmanship,positive
salespeople,positive
salesperson,positive
saleswoman,positive
salicifolia,positive
salicional,positive
salicornia,negative
salicylate,positive
salience,positive
saliency,positive
saliency_map,positive
salient,positive
salim_bin,positive
saline_river,positive
saline_solution,negative
salinity,negative
salinization,negative
saliva,positive
salivary,positive
salivary_gland,positive
salivate,positive
salivation,negative
salix_alba_talk,positive
salix_caprea,positive
salix_spp,positive
sallied_forth,negative
sallied_out,positive
sallow,negative
sallow_face,negative
sallow_skin,negative
sallust,negative
sally,positive
sally_carrol,negative
sally_forth,negative
sally_hershberger,positive
sally_ledger,positive
sally_out,negative
salmon,positive
salmon_fillet,negative
salmon_fisherman,positive
salmon_pink,positive
salmon_roe,positive
salmonberry,negative
salmonella_typhi,negative
salmonid,negative
salon,positive
salon_owner,positive
