Tweets/Message,Matched Words,Positive Word Frequency,Negative Word Frequency,Tweet Polarity
this thursday marks the anniversary of the battle of vimy ridge help students understand canadas most celebrated military victory with our video series think like a historian access the free video series and worksheets here  ,"['the', 'anniversary', 'of', 'battle', 'ridge', 'help', 'understand', 'celebrated', 'military', 'victory', 'video', 'series', 'think', 'historian', 'access', 'free']",20,1,POSITIVE
this thursday marks the anniversary of the battle of vimy ridge help students understand canadas most celebrated military victory with our video series think like a historian access the free video series and worksheets here  ,"['the', 'anniversary', 'of', 'battle', 'ridge', 'help', 'understand', 'celebrated', 'military', 'victory', 'video', 'series', 'think', 'historian', 'access', 'free']",20,1,POSITIVE
oeimhear mdnij34 my parents are considering canada this is serious i know many who dont support him but the uneducated racist hillbillies are beginning to outnumber us thanks to cuts to education,"['are', 'serious', 'know', 'many', 'support', 'the', 'uneducated', 'racist', 'beginning', 'to', 'outnumber', 'thanks', 'education']",12,4,POSITIVE
think like a historian the battle of vimy ridge  historica canada education portal httpstcobkqzf0sgfw,"['think', 'historian', 'the', 'battle', 'of', 'ridge', 'education', 'portal']",7,1,POSITIVE
this thursday marks the anniversary of the battle of vimy ridge help students understand canadas most celebrated military victory with our video series think like a historian access the free video series and worksheets here  ,"['the', 'anniversary', 'of', 'battle', 'ridge', 'help', 'understand', 'celebrated', 'military', 'victory', 'video', 'series', 'think', 'historian', 'access', 'free']",20,1,POSITIVE
this thursday marks the anniversary of the battle of vimy ridge help students understand canadas most celebrated military victory with our video series think like a historian access the free video series and worksheets here  ,"['the', 'anniversary', 'of', 'battle', 'ridge', 'help', 'understand', 'celebrated', 'military', 'victory', 'video', 'series', 'think', 'historian', 'access', 'free']",20,1,POSITIVE
how rural alberta teachers are educating students who dont have internet and computers  httpstcoxxnz7carlx  see also education fact sheet httpstcojt5kserytq,"['rural', 'are', 'have', 'internet', 'see', 'education', 'fact', 'sheet']",7,1,POSITIVE
top 10 sites to learn excel for free sites for free online education sites for your career sites to review your resume for free indemand jobs in canada in 2019 certificates in canada in 2019 sites for interview preparation tech skills in demand in 2019thread,"['top', 'to', 'learn', 'excel', 'for', 'free', 'online', 'education', 'career', 'review', 'resume', 'in', 'interview', 'preparation', 'tech', 'demand']",28,0,POSITIVE
this thursday marks the anniversary of the battle of vimy ridge help students understand canadas most celebrated military victory with our video series think like a historian access the free video series and worksheets here  ,"['the', 'anniversary', 'of', 'battle', 'ridge', 'help', 'understand', 'celebrated', 'military', 'victory', 'video', 'series', 'think', 'historian', 'access', 'free']",20,1,POSITIVE
the alberta government just provided a 1 billion loan and over 4 billion in loan guarantees to tc energy to build the keystone xl pipeline this came just days after the province laid off over 20000 education workers amid claims of being cashstrapped,"['the', 'government', 'just', 'billion', 'loan', 'over', 'in', 'to', 'energy', 'build', 'province', 'off', 'education', 'amid', 'of']",19,3,POSITIVE
here is an amazing ressource by  team canada  quipe canada the canadian olympic school program offers a free educational activity calendar to encourage kids to stayactive and interested into sports while they stay home during the covid19pandemic  ,"['amazing', 'team', 'the', 'school', 'program', 'free', 'educational', 'activity', 'calendar', 'to', 'encourage', 'interested', 'sports', 'stay', 'home']",15,2,POSITIVE
ucdsb director of education stephen sliwa spoke with lake88fm today about what phase 2 of distance learning looks in the ucdsb resources available amp most importantly  that were all here for our students listen in   ,"['director', 'of', 'education', 'today', 'phase', 'distance', 'learning', 'in', 'the', 'available', 'importantly', 'all', 'for', 'listen']",14,2,POSITIVE
our schools colleges and universities have responded with important strides that make canadas education system among the worlds best but if were teaching and learning after this crisis as we did before we will have failed  dave mckay ceo rbc  dave i agree httpstcovesskxdh9m,"['have', 'important', 'make', 'education', 'system', 'the', 'best', 'learning', 'crisis', 'ceo', 'agree']",11,1,POSITIVE
top 10 sites to learn excel for free sites for free online education sites for your career sites to review your resume for free indemand jobs in canada in 2019 certificates in canada in 2019 sites for interview preparation tech skills in demand in 2019thread,"['top', 'to', 'learn', 'excel', 'for', 'free', 'online', 'education', 'career', 'review', 'resume', 'in', 'interview', 'preparation', 'tech', 'demand']",28,0,POSITIVE
drjacobsrad carolrreid canadas problematic pm has no education what so ever,"['problematic', 'education']",1,1,NEUTRAL
funding opportunity the telus friendly future foundation is granting 10m to covid19 response across canada including purchase of new medical equipment food security outreach to isolated seniors virtual education and mental health apply at  ,"['funding', 'opportunity', 'the', 'friendly', 'future', 'foundation', 'granting', 'to', 'response', 'including', 'purchase', 'of', 'new', 'medical', 'equipment', 'food', 'security', 'outreach', 'isolated', 'education', 'mental', 'health', 'apply']",22,2,POSITIVE
this thursday marks the anniversary of the battle of vimy ridge help students understand canadas most celebrated military victory with our video series think like a historian access the free video series and worksheets here  ,"['the', 'anniversary', 'of', 'battle', 'ridge', 'help', 'understand', 'celebrated', 'military', 'victory', 'video', 'series', 'think', 'historian', 'access', 'free']",20,1,POSITIVE
spencerbennett1 well let me ask you this spencer youre conducting a job search for the ceo of a top 50 company in canada would you have certain requirements in terms of educationexperiencei love this topic btw,"['well', 'let', 'ask', 'job', 'search', 'for', 'the', 'ceo', 'of', 'top', 'company', 'in', 'have', 'certain', 'love']",17,0,POSITIVE
my provinces education ministry is offering parents 200 or 250 based on childs needs to help with the costs of educational resources while schools are closed due to covid i know its taxpayers money but its nice to actually reap the benefits of paying taxes in canada,"['education', 'ministry', 'offering', 'to', 'help', 'the', 'of', 'educational', 'are', 'due', 'know', 'money', 'nice', 'actually', 'reap', 'paying', 'in']",20,1,POSITIVE
this thursday marks the anniversary of the battle of vimy ridge help students understand canadas most celebrated military victory with our video series think like a historian access the free video series and worksheets here  ,"['the', 'anniversary', 'of', 'battle', 'ridge', 'help', 'understand', 'celebrated', 'military', 'victory', 'video', 'series', 'think', 'historian', 'access', 'free']",20,1,POSITIVE
the alberta government just provided a 1 billion loan and over 4 billion in loan guarantees to tc energy to build the keystone xl pipeline this came just days after the province laid off over 20000 education workers amid claims of being cashstrapped,"['the', 'government', 'just', 'billion', 'loan', 'over', 'in', 'to', 'energy', 'build', 'province', 'off', 'education', 'amid', 'of']",19,3,POSITIVE
a saskatchewan father says a lack of internet access at his rural home has been hurting his daughters education as kids are now being asked to attend school remotely due to covid19sk  yxe yqr sasked,"['father', 'lack', 'of', 'internet', 'access', 'rural', 'home', 'hurting', 'education', 'are', 'to', 'attend', 'school', 'due']",12,3,POSITIVE
hundreds of students in northern ontario dont have internet at home cant connect with online education  cbc news httpstcocbtu4q9gci,"['of', 'in', 'have', 'internet', 'home', 'connect', 'online', 'education', 'news']",8,1,POSITIVE
showmeyourmemz dianecr19985962 realjameswoods salaries 50100 higher than the same job in canada cheap schools so everyone running around with masters and phds to fight for that mcdonalds spot which proves the value of education is meaningless when everyone has it,"['higher', 'the', 'same', 'job', 'in', 'cheap', 'everyone', 'running', 'around', 'to', 'fight', 'for', 'spot', 'value', 'of', 'education', 'meaningless']",17,2,POSITIVE
this thursday marks the anniversary of the battle of vimy ridge help students understand canadas most celebrated military victory with our video series think like a historian access the free video series and worksheets here  ,"['the', 'anniversary', 'of', 'battle', 'ridge', 'help', 'understand', 'celebrated', 'military', 'victory', 'video', 'series', 'think', 'historian', 'access', 'free']",20,1,POSITIVE
